company,product,typename,inches,opsys,price_euros,resolution_width,resolution_height,aspect_ratio,resolution_type,touchscreen,cpu_manufacturer,cpu_model,cpu_clock_speed_GHz,ram_gb,storage_capacity1,storage_capacity2,storage_type1,storage_type2,weight_kg,gpu_brand,gpu_model,total_pixels
Lenovo,ThinkPad P70,Notebook,17.3,Windows 7,2968,3840,2160,1.777777778,IPS Panel,No,Intel,Core i7 6820HQ,2.7,16,512,0,SSD,None,2.4,Nvidia Quadro,3000,8294400
Toshiba,Tecra Z40-C-12Z,Notebook,14,Windows 10,1490,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,1.47,Intel HD Graphics,520,2073600
HP,EliteBook 1040,Notebook,14,Windows 10,2229,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6500U,2.5,8,256,0,SSD,None,1.43,Intel HD Graphics,520,2073600
Dell,Inspiron 5568,2 in 1 Convertible,15.6,Windows 10,795.99,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i3 6100U,2.3,4,1000,0,HDD,None,2.08,Intel HD Graphics,520,2073600
Toshiba,Portégé Z30-C-16K,Ultrabook,13.3,Windows 10,1590,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,1.2,Intel HD Graphics,520,2073600
HP,Spectre 13-V100nv,Notebook,13.3,Windows 10,1149,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.11,Intel HD Graphics,620,2073600
HP,ProBook 440,Notebook,14,Windows 10,1185.43,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.64,Nvidia GeForce,930,2073600
Dell,Latitude E5570,Notebook,15.6,Windows 10,1046.44,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6300U,2.4,8,500,0,HDD,None,2.09,Intel HD Graphics,520,2073600
HP,Elitebook 820,Ultrabook,12.5,Windows 10,1559,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,4,256,0,SSD,None,1.26,Intel HD Graphics,620,1049088
HP,ProBook 650,Notebook,14,Windows 10,1189,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,4,500,0,HDD,None,2.31,Intel HD Graphics,620,1049088
HP,ProBook 640,Notebook,14,Windows 10,1060,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,4,500,0,HDD,None,1.95,Intel HD Graphics,620,1049088
Dell,XPS 13,Ultrabook,13.3,Windows 10,1624,3200,1800,1.777777778,Quad HD,Yes,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.29,Intel HD Graphics,620,5760000
HP,Probook 470,Notebook,17.3,Windows 10,1080,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,2.63,Nvidia GeForce,930,2073600
HP,ProBook 440,Notebook,14,Windows 10,973,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,4,256,0,SSD,None,1.64,Intel HD Graphics,620,1049088
Acer,Aspire 3,Notebook,15.6,Windows 10,409,1366,768,1.778645833,Other,No,AMD,A9-Series 9420,3,6,1000,0,HDD,None,2.1,AMD Radeon R,5,1049088
MSI,GL72M 7RDX,Gaming,17.3,Windows 10,1191.8,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,8,128,1000,SSD,HDD,2.7,Nvidia GeForce GTX,1050,2073600
HP,Probook 640,Notebook,14,Windows 7,1195,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,1.95,Intel HD Graphics,520,2073600
HP,EliteBook 850,Notebook,15.6,Windows 10,1228.99,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6500U,2.5,8,256,0,SSD,None,1.84,Intel HD Graphics,520,2073600
HP,EliteBook 820,Ultrabook,12.5,Windows 10,1349,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6500U,2.5,8,256,0,SSD,None,1.26,Intel HD Graphics,520,2073600
HP,ProBook 450,Notebook,15.6,Windows 10,742,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,4,500,0,HDD,None,2.04,Intel HD Graphics,620,1049088
Toshiba,Tecra Z40-C-136,Ultrabook,14,Windows 10,1725,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6600U,2.6,8,256,0,SSD,None,1.47,Intel HD Graphics,520,2073600
Dell,Latitude E5570,Notebook,15.6,Windows 7,1062.95,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6300U,2.4,8,256,0,SSD,None,2.09,Intel HD Graphics,520,2073600
HP,ProBook 440,Notebook,14,Windows 10,1010.51,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,1.64,Intel HD Graphics,620,2073600
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Windows 10,847,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 6500U,2.5,4,256,0,SSD,None,1.8,Intel HD Graphics,520,2073600
Vero,V142 (X5-Z8350/2GB/32GB/W10),Notebook,14,Windows 10,210.8,1366,768,1.778645833,Other,No,Intel,Atom X5-Z8350,1.44,2,32,0,FlashStorage,None,1.45,Intel HD Graphics,400,1049088
Toshiba,Tecra A50-C-218,Notebook,15.6,Windows 10,1425,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6500U,2.5,16,256,0,SSD,None,2.4,Nvidia GeForce,930,2073600
Lenovo,Thinkpad L560,Notebook,15.6,Windows 10,1049.6,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,2.3,Intel HD Graphics,520,2073600
HP,EliteBook 840,Notebook,14,Windows 10,1000,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,4,500,0,HDD,None,1.54,Intel HD Graphics,520,2073600
HP,EliteBook 850,Notebook,15.6,Windows 10,2103.34,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6300U,2.4,8,256,500,SSD,HDD,1.84,Intel HD Graphics,520,2073600
HP,EliteBook 1040,Notebook,14,Windows 7,1469,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,1.43,Intel HD Graphics,520,2073600
MSI,GT72S Dominator,Gaming,17.3,Windows 10,1545.64,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6820HK,2.7,16,256,1000,SSD,HDD,3.78,Nvidia GeForce GTX,980,2073600
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Windows 10,2289.99,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,16,128,1000,SSD,HDD,4.6,Nvidia GeForce GTX,980,2073600
Asus,Chromebook C202SA,Netbook,11.6,Chrome OS,287.9,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3060,1.6,4,16,0,FlashStorage,None,1.2,Intel HD Graphics,400,1049088
Lenovo,ThinkPad X1,Notebook,14,Windows 7,2620,2560,1440,1.777777778,IPS Panel,No,Intel,Core i7 6600U,2.6,16,256,0,SSD,None,1.1,Intel HD Graphics,520,3686400
HP,Noteb Pav,Notebook,15.6,Windows 10,979,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7500U,2.7,8,1000,0,HDD,None,1.91,Nvidia GeForce,940,2073600
Dell,Inspiron 5578,2 in 1 Convertible,15.6,Windows 10,1094,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i5 7200U,2.7,8,256,0,SSD,None,2.3,Intel HD Graphics,620,2073600
HP,ProBook 450,Notebook,15.6,Windows 10,979,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,4,256,0,SSD,None,2.04,Intel HD Graphics,620,1049088
Dell,XPS 13,Ultrabook,13.3,Windows 10,2254,3200,1800,1.777777778,Quad HD,Yes,Intel,Core i7 7500U,2.7,16,1000,0,SSD,None,1.2,Intel HD Graphics,620,5760000
HP,ProBook 650,Notebook,15.6,Windows 10,705.15,1366,768,1.778645833,Other,No,Intel,Core i3 6100U,2.3,4,500,0,HDD,None,2.31,Intel HD Graphics,520,1049088
HP,250 G5,Notebook,15.6,No OS,499,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,4,500,0,HDD,None,1.96,Intel HD Graphics,620,1049088
Acer,Aspire ES1-523,Notebook,15.6,Windows 10,449,1366,768,1.778645833,Other,No,AMD,A8-Series 7410,2.2,8,1000,0,HDD,None,2.4,AMD Radeon R,5,1049088
Dell,Inspiron 7378,2 in 1 Convertible,13.3,Windows 10,1299,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 7500U,2.7,12,256,0,SSD,None,1.6,Intel HD Graphics,620,2073600
MSI,GT62VR 6RD,Gaming,15.6,Windows 10,1819,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6700HQ,2.6,16,256,1000,SSD,HDD,2.94,Nvidia GeForce GTX,1060,2073600
HP,ProBook 450,Notebook,15.6,Windows 10,1070,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,2.04,Intel HD Graphics,620,2073600
Asus,Rog G752VL-GC088D,Gaming,17.3,No OS,998,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,16,1000,0,HDD,None,4,Nvidia GeForce GTX,965,2073600
Dell,Inspiron 3567,Notebook,15.6,Windows 10,559,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,4,1000,0,HDD,None,2.25,,,2073600
Dell,Inspiron 5567,Notebook,15.6,Windows 10,989.99,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,16,2000,0,HDD,None,2.32,AMD Radeon R,7,2073600
MSI,GS63VR 6RF,Gaming,15.6,Windows 10,1929,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6700HQ,2.6,16,256,1000,SSD,HDD,1.8,Nvidia GeForce GTX,1060,2073600
Dell,XPS 13,Ultrabook,13.3,Windows 10,1458,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.29,Intel HD Graphics,620,2073600
Asus,ROG G701VO,Gaming,17.3,Windows 10,3975,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6820HK,2.7,64,1000,0,SSD,None,3.58,Nvidia GeForce GTX,980,2073600
Dell,Inspiron 5368,2 in 1 Convertible,13.3,Windows 10,798.01,1920,1080,1.777777778,Full HD,Yes,Intel,Core i7 6500U,2.5,8,256,0,SSD,None,1.62,Intel HD Graphics,520,2073600
Dell,Alienware 15,Gaming,15.6,Windows 10,1329,3840,2160,1.777777778,K Ultra HD,No,Intel,Core i7 6700HQ,2.6,16,256,1000,SSD,HDD,3.21,Nvidia GeForce GTX,970,8294400
Apple,"MacBook 12""",Ultrabook,12,Mac OS X,1300,2304,1440,1.6,IPS Panel Retina Display,No,Intel,Core M,1.1,8,256,0,FlashStorage,None,0.92,Intel HD Graphics,515,3317760
Dell,Latitude 3570,Notebook,15.6,Windows 10,481.98,1366,768,1.778645833,Other,No,Intel,Core i3 6100U,2.3,4,500,0,HDD,None,2.06,Intel HD Graphics,520,1049088
HP,ProBook 650,Notebook,15.6,Windows 10,1199,1366,768,1.778645833,Other,No,Intel,Core i5 6200U,2.3,4,500,0,HDD,None,2.31,Intel HD Graphics,520,1049088
HP,EliteBook 820,Ultrabook,12.5,Windows 7,1199,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,1.26,Intel HD Graphics,520,2073600
HP,ProBook 430,Notebook,13.3,Windows 10,1090,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.49,Intel HD Graphics,620,2073600
Lenovo,ThinkPad Yoga,Ultrabook,12.5,Windows 10,1713.49,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 6500U,2.5,8,256,0,SSD,None,1.3,Intel HD Graphics,520,2073600
Lenovo,IdeaPad 300-17ISK,Notebook,17.3,Windows 10,659,1600,900,1.777777778,Other,No,Intel,Core i5 6200U,2.3,8,1000,0,HDD,None,3,AMD Radeon R,5,1440000
Lenovo,Ideapad 700-15ISK,Notebook,15.6,Windows 10,977,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 6300HQ,2.3,4,1000,0,HDD,None,2.3,Nvidia GeForce GTX,950,2073600
MSI,GT72VR Dominator,Gaming,17.3,Windows 10,2499,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,256,1000,SSD,HDD,3.78,Nvidia GeForce GTX,1070,2073600
Lenovo,V110-15ISK (i5-6200U/4GB/500GB/W10),Notebook,15.6,Windows 10,540,1366,768,1.778645833,Other,No,Intel,Core i5 6200U,2.3,4,500,0,HDD,None,2.1,Intel HD Graphics,520,1049088
HP,Probook 650,Notebook,15.6,Windows 7,940,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,4,500,0,HDD,None,2.31,Intel HD Graphics,520,2073600
Lenovo,Yoga 900S-12ISK,Ultrabook,12.5,Windows 10,1399,2560,1440,1.777777778,IPS Panel Touchscreen,Yes,Intel,Core M 6Y75,1.2,8,512,0,SSD,None,0.99,Intel HD Graphics,515,3686400
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Windows 10,3240,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6820HK,2.7,32,512,1000,SSD,Hybrid,4.6,Nvidia GeForce GTX,980,2073600
Lenovo,Yoga Book,2 in 1 Convertible,10.1,Windows 10,646.27,1920,1200,1.6,IPS Panel Touchscreen,Yes,Intel,Atom x5-Z8550,1.44,4,64,0,FlashStorage,None,0.69,Intel HD Graphics,400,2304000
HP,Spectre x360,Ultrabook,13.3,Windows 10,2049,3840,2160,1.777777778,IPS Panel,No,Intel,Core i7 7500U,2.7,16,512,0,SSD,None,1.3,Intel HD Graphics,620,8294400
Dell,Vostro 3568,Notebook,15.6,Windows 10,750,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,0,SSD,None,2.18,Intel HD Graphics,620,2073600
HP,EliteBook 840,Notebook,14,Windows 7,1030.99,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,4,500,0,HDD,None,1.54,Intel HD Graphics,520,2073600
HP,ZBook 15u,Workstation,15.6,Windows 7,1495,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6500U,2.5,8,256,0,SSD,None,1.9,AMD FirePro W,4190,2073600
Lenovo,ThinkPad T460,Notebook,14,Windows 7,1199,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,8,180,0,SSD,None,1.7,Intel HD Graphics,520,2073600
HP,Chromebook 13,Notebook,13.3,Chrome OS,615,3200,1800,1.777777778,Quad HD,No,Intel,Pentium Dual Core 4405Y,1.5,4,32,0,FlashStorage,None,1.29,Intel HD Graphics,515,5760000
Acer,Aspire ES1-523,Notebook,15.6,Windows 10,387,1366,768,1.778645833,Other,No,AMD,A8-Series 7410,2.2,4,500,0,HDD,None,2.4,AMD Radeon R,5,1049088
Dell,Inspiron 3552,Notebook,15.6,Linux,393.49,1366,768,1.778645833,Other,No,Intel,Pentium Quad Core N3700,1.6,4,500,0,HDD,None,2.2,,,1049088
HP,250 G6,Notebook,15.6,No OS,345.99,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,1000,0,HDD,None,1.86,Intel HD Graphics,520,1049088
Asus,Rog GL702VM-GC354T,Gaming,17.3,Windows 10,1599,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 7700HQ,2.8,8,256,1000,SSD,HDD,2.7,Nvidia GeForce GTX,1060,2073600
Dell,Inspiron 5370,Ultrabook,13.3,Windows 10,818.35,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 8250U,1.6,4,256,0,SSD,None,1.4,AMD Radeon,530,2073600
HP,Elitebook 820,Netbook,12.5,Windows 7,1599,1366,768,1.778645833,Other,No,Intel,Core i5 6200U,2.3,4,128,0,SSD,None,2.4,Intel HD Graphics,520,1049088
Acer,Aspire F5-573G,Notebook,15.6,Windows 10,799,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,256,1000,SSD,HDD,2.4,Nvidia GeForce GTX,950,2073600
Dell,Inspiron 5567,Notebook,15.6,Windows 10,638.8,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,8,1000,0,HDD,None,2.36,AMD Radeon R,7,2073600
MSI,GS70 Stealth,Gaming,17.3,Windows 10,1599,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6700HQ,2.6,8,256,0,SSD,None,2.6,Nvidia GeForce GTX,965,2073600
HP,250 G5,Notebook,15.6,Windows 10,500,1366,768,1.778645833,Other,No,Intel,Pentium Quad Core N3710,1.6,4,1000,0,HDD,None,1.96,Intel HD Graphics,405,1049088
Asus,G752VY-GC162T (i7-6700HQ/16GB/1TB,Gaming,17.3,Windows 10,2299,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,16,128,1000,SSD,HDD,4.3,Nvidia GeForce GTX,980,2073600
Dell,Latitude E5270,Ultrabook,12.5,Windows 7,1135.15,1366,768,1.778645833,Other,No,Intel,Core i3 6100U,2.3,4,500,0,HDD,None,1.5,Intel HD Graphics,520,1049088
Dell,Latitude E5270,Ultrabook,12.5,Windows 7,1166.97,1366,768,1.778645833,Other,No,Intel,Core i3 6100U,2.3,4,128,0,SSD,None,1.5,Intel HD Graphics,520,1049088
Acer,Chromebook 15,Notebook,15.6,Chrome OS,209,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core 3205U,1.5,4,16,0,SSD,None,2.2,,,1049088
HP,ZBook 17,Workstation,17.3,Windows 7,2899,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,8,1000,0,HDD,None,3,AMD FirePro W,6150,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Windows 10,1199,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,16,512,0,SSD,None,2.4,Nvidia GeForce GTX,1050,2073600
Dell,Latitude E5270,Ultrabook,12.5,Windows 7,1413.1,1366,768,1.778645833,Other,No,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,1.5,Intel HD Graphics,520,1049088
MSI,GE72 Apache,Gaming,17.3,Windows 10,1511.19,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6700HQ,2.6,8,128,1000,SSD,HDD,2.9,Nvidia GeForce GTX,960,2073600
Lenovo,Yoga 500-15ISK,2 in 1 Convertible,15.6,Windows 10,867,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i5 6200U,2.3,4,256,0,SSD,None,2.1,Intel HD Graphics,520,2073600
HP,15-bw011nv (A6-9220/4GB/1TB/FHD/W10),Notebook,15.6,Windows 10,398,1920,1080,1.777777778,Full HD,No,AMD,A6-Series 9220,2.5,4,1000,0,HDD,None,2.1,AMD Radeon R,4,2073600
Asus,Rog GL552VW-CN470T,Gaming,15.6,Windows 10,1339,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,16,128,1000,SSD,HDD,2.59,Nvidia GeForce GTX,960,2073600
HP,EliteBook 1030,Notebook,13.3,Windows 10,1699,3200,1800,1.777777778,Quad HD,Yes,Intel,Core M 6Y54,1.1,8,256,0,SSD,None,1.16,Intel HD Graphics,515,5760000
Dell,Vostro 3559,Notebook,15.6,Windows 7,769.15,1366,768,1.778645833,Other,No,Intel,Core i5 6200U,2.3,4,500,0,HDD,None,2.24,AMD Radeon R,5,1049088
Lenovo,V110-15ISK (i3-6006U/4GB/128GB/W10),Notebook,15.6,Windows 10,429,1366,768,1.778645833,Other,No,Intel,Core i3 6006U,2,4,128,0,SSD,None,2.1,Intel HD Graphics,520,1049088
HP,Spectre Pro,Ultrabook,13.3,Windows 10,1969,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6500U,2.5,8,512,0,SSD,None,1.16,Intel HD Graphics,520,2073600
Lenovo,Yoga Book,2 in 1 Convertible,10.1,Android,549,1920,1200,1.6,IPS Panel Touchscreen,Yes,Intel,Atom x5-Z8550,1.44,4,64,0,FlashStorage,None,0.69,Intel HD Graphics,400,2304000
Dell,XPS 13,Ultrabook,13.3,Windows 10,1379,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7560U,2.4,8,256,0,SSD,None,1.23,Intel Iris Plus Graphics,640,2073600
Lenovo,IdeaPad Y900-17ISK,Gaming,17.3,Windows 10,2749.99,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6820HK,2.7,16,256,1000,SSD,Hybrid,4.6,Nvidia GeForce GTX,980,2073600
Razer,Blade Stealth,Ultrabook,12.5,Windows 10,1029,3840,2160,1.777777778,Touchscreen,Yes,Intel,Core i7 6500U,2.5,8,256,0,SSD,None,1.25,Intel HD Graphics,520,8294400
Toshiba,Portege X30-D-10K,Ultrabook,13.3,Windows 10,2226,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,16,512,0,SSD,None,1.05,Intel HD Graphics,620,2073600
Asus,Rog GL752VW-T4308T,Gaming,17.3,Windows 10,1312.49,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6700HQ,2.6,8,128,1000,SSD,HDD,3.52,Nvidia GeForce GTX,960,2073600
Vero,V131 (X5-Z8350/4GB/32GB/FHD/W10),Notebook,13.3,Windows 10,196,1920,1080,1.777777778,Full HD,No,Intel,Atom X5-Z8350,1.44,4,32,0,FlashStorage,None,1.35,Intel HD Graphics,400,2073600
HP,Spectre Pro,Notebook,13.3,Windows 10,1690,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,1.16,Intel HD Graphics,520,2073600
HP,EliteBook 1040,Notebook,14,Windows 7,1513,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,1.43,Intel HD Graphics,520,2073600
Dell,Latitude E5570,Notebook,15.6,Linux,523.63,1366,768,1.778645833,Other,No,Intel,Core i5 6200U,2.3,4,500,0,HDD,None,2.09,Intel HD Graphics,520,1049088
Asus,VivoBook Max,Notebook,15.6,Windows 10,435,1366,768,1.778645833,Other,No,Intel,Core i3 7100U,2.4,4,1000,0,HDD,None,2,Intel HD Graphics,620,1049088
Lenovo,ThinkPad Yoga,2 in 1 Convertible,14,Windows 10,1669,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 6500U,2.5,8,256,0,SSD,None,1.8,Intel HD Graphics,520,2073600
Lenovo,Yoga Book,2 in 1 Convertible,10.1,Windows 10,479,1920,1200,1.6,IPS Panel Touchscreen,Yes,Intel,Atom x5-Z8550,1.44,4,64,0,FlashStorage,None,0.69,Intel HD Graphics,400,2304000
HP,EliteBook 820,Ultrabook,12.5,Windows 7,1895,1366,768,1.778645833,Other,No,Intel,Core i5 6300U,2.4,8,256,0,SSD,None,1.26,Intel HD Graphics,520,1049088
Lenovo,Legion Y520-15IKBN,Gaming,15.6,No OS,989,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 7300HQ,2.5,8,128,1000,SSD,HDD,2.4,Nvidia GeForce GTX,1060,2073600
HP,Omen -,Gaming,17.3,Windows 10,1129,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i5 6300HQ,2.3,8,128,1000,SSD,HDD,3.35,Nvidia GeForce GTX,1060,2073600
HP,15-bs078cl (i7-7500U/8GB/2TB/W10),Notebook,15.6,Windows 10,629,1366,768,1.778645833,Other,No,Intel,Core i7 7500U,2.7,8,2000,0,HDD,None,2.04,Intel HD Graphics,620,1049088
Lenovo,ThinkPad P40,2 in 1 Convertible,14,Windows 7,2050.38,1920,1080,1.777777778,IPS Panel Full HD,Yes,Intel,Core i7 6600U,2.6,8,512,0,SSD,None,1.8,Nvidia Quadro M,500,2073600
Asus,L403NA-GA013TS (N3350/4GB/32GB/W10),Notebook,14,Windows 10,278,1366,768,1.778645833,Other,No,Intel,Celeron Dual Core N3350,1.1,4,32,0,FlashStorage,None,1.5,Intel HD Graphics,500,1049088
HP,250 G6,Ultrabook,15.6,Windows 10,752,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,1.84,Intel HD Graphics,620,2073600
Acer,Aspire E5-576G,Notebook,15.6,Windows 10,616,1920,1080,1.777777778,Full HD,No,Intel,Core i5 7200U,2.5,4,1000,0,HDD,None,2.23,Nvidia GeForce,940,2073600
Lenovo,IdeaPad 500-15ISK,Notebook,15.6,Windows 10,1099,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6500U,2.5,16,1000,0,Hybrid,None,2.5,AMD Radeon R,7,2073600
HP,ZBook 17,Workstation,17.3,Windows 7,3949.4,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,8,256,0,SSD,None,3,Nvidia Quadro M,3000,2073600
Dell,Inspiron 5567,Notebook,15.6,Windows 10,784,1366,768,1.778645833,Other,No,Intel,Core i5 7200U,2.5,8,1000,0,HDD,None,2.5,AMD Radeon R,7,1049088
MSI,GT72S Dominator,Gaming,17.3,Windows 10,2399,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6820HQ,2.7,16,256,1000,SSD,HDD,3.78,Nvidia GeForce GTX,980,2073600
HP,EliteBook 850,Ultrabook,15.6,Windows 7,2171.72,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6500U,2.5,8,256,0,SSD,None,1.88,Intel HD Graphics,520,2073600
Lenovo,ThinkPad X1,2 in 1 Convertible,14,Windows 10,2440,2560,1440,1.777777778,IPS Panel Touchscreen,Yes,Intel,Core i7 6600U,2.6,16,512,0,SSD,None,2.8,Intel HD Graphics,520,3686400
MSI,GP62M 7RDX,Gaming,15.6,Windows 10,1142.8,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7700HQ,2.8,8,128,1000,SSD,HDD,2.4,Nvidia GeForce GTX,1050,2073600
HP,Spectre Pro,2 in 1 Convertible,13.3,Windows 10,1629,1920,1080,1.777777778,Full HD,Yes,Intel,Core i5 6300U,2.4,8,256,0,SSD,None,1.48,Intel HD Graphics,520,2073600
HP,ZBook 15,Workstation,15.6,Windows 7,2229,1920,1080,1.777777778,IPS Panel Full HD,No,Intel,Core i7 6700HQ,2.6,8,256,0,SSD,None,2.59,Nvidia Quadro M,1000,2073600
HP,Spectre Pro,2 in 1 Convertible,13.3,Windows 10,1799,2560,1440,1.777777778,Touchscreen,Yes,Intel,Core i7 6600U,2.6,8,256,0,SSD,None,1.48,Intel HD Graphics,520,3686400
HP,ZBook Studio,Workstation,15.6,Windows 7,1899,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6700HQ,2.6,8,256,0,SSD,None,2,Nvidia Quadro M,1000,2073600
HP,EliteBook 820,Ultrabook,12.5,Windows 7,2296.95,1920,1080,1.777777778,Full HD,No,Intel,Core i7 6500U,2.5,8,256,0,SSD,None,1.26,Intel HD Graphics,520,2073600
Dell,Vostro 5568,Notebook,15.6,Windows 10,1009.9,1920,1080,1.777777778,Full HD,No,Intel,Core i7 7500U,2.7,8,256,0,SSD,None,2.18,Nvidia GeForce,940,2073600
HP,EliteBook 850,Notebook,15.6,Windows 7,1579,1920,1080,1.777777778,Full HD,No,Intel,Core i5 6200U,2.3,8,256,0,SSD,None,1.88,Intel HD Graphics,520,2073600
Lenovo,ThinkPad X1,2 in 1 Convertible,14,Windows 10,2339,2560,1440,1.777777778,IPS Panel Touchscreen,Yes,Intel,Core i7 6500U,2.5,8,256,0,SSD,None,1.27,Intel HD Graphics,520,3686400
